,geometry,month_timestamp,detection_drives_count,avg_speed,near_miss_pedestrian_ratio,near_miss_bicycle_ratio,near_miss_vehicle_ratio,avg_pedestrian_on_road_volume,avg_bicycle_on_road_volume,braking_count,cornering_count,harsh_braking_ratio,harsh_cornering_ratio
186,"[[34.772393, 32.089906], [34.772997, 32.091617]]",1/1/2021,1336,43.57049599,0.001497006,0,0.006736527,0.024700599,0.025449102,352,542,0,0.002918166
187,"[[34.772009, 32.070875], [34.77248, 32.071228]]",1/1/2021,79,26.81609696,0,0,0,0.126582278,0.240506329,0,0,0,0
188,"[[34.776371, 32.075582], [34.775882, 32.074819]]",1/1/2021,219,29.57934741,0,0,0,0.191780822,0.264840183,0,0,0,0
189,"[[34.78149, 32.064313], [34.781366, 32.064287]]",1/1/2021,66,33.99341574,0,0,0.03030303,0,0,4,23,0,0
190,"[[34.789482, 32.093836], [34.790423, 32.093847]]",1/1/2021,442,26.8318976,0.004524887,0.004524887,0.022624434,0.097285068,0.063348416,37,51,0,0.057988882
191,"[[34.774319, 32.084278], [34.774231, 32.084304]]",1/1/2021,101,20.32558196,0,0,0,0.099009901,0.01980198,0,0,0,0
192,"[[34.759776, 32.041328], [34.760356, 32.041996]]",1/1/2021,78,28.85100233,0,0,0,0.012820513,0,24,49,0,0.004329
193,"[[34.784067, 32.046955], [34.784111, 32.047103]]",1/1/2021,1131,44.72911206,0,0,0,0.011494253,0.00795756,110,781,0,0
194,"[[34.750012, 32.037351], [34.750158, 32.03738]]",1/1/2021,133,38.80249988,0,0,0.007518797,0.022556391,0.007518797,18,86,0,0.058075651
195,"[[34.786254, 32.088155], [34.786431, 32.089433]]",1/1/2021,216,31.66152468,0.009259259,0,0.00462963,0.064814815,0.00462963,44,53,0,0
196,"[[34.786398, 32.094864], [34.787168, 32.094885]]",1/1/2021,91,23.95362002,0,0,0.021978022,0.043956044,0.010989011,34,51,0,0.019607843
197,"[[34.784997, 32.09389], [34.785731, 32.093813]]",1/1/2021,306,25.4043502,0,0,0,0.065359477,0.08496732,4,11,0,0.023210818
198,"[[34.771105, 32.067677], [34.771147, 32.067552]]",1/1/2021,257,34.89289158,0.003891051,0,0,0.027237354,0.007782101,35,139,0,0
199,"[[34.770119, 32.070471], [34.770262, 32.070203]]",1/1/2021,179,34.89742841,0,0,0.011173184,0.089385475,0.05027933,33,83,0,0
200,"[[34.771855, 32.065868], [34.772066, 32.06543]]",1/1/2021,362,26.22652674,0.008287293,0.016574586,0.03038674,0.069060773,0.052486188,89,140,0,0
201,"[[34.778226, 32.062515], [34.77843, 32.062669]]",1/1/2021,399,34.01180147,0,0.007518797,0.015037594,0.035087719,0.045112782,81,214,0,0
202,"[[34.779067, 32.063014], [34.779188, 32.063067]]",1/1/2021,408,30.00991088,0,0,0,0.017156863,0.009803922,40,264,0,0.049510795
203,"[[34.77137, 32.066989], [34.771586, 32.066471]]",1/1/2021,383,35.94784926,0,0,0.002610966,0.07310705,0.109660574,57,153,0,0.003921569
204,"[[34.77339, 32.062018], [34.773437, 32.061868]]",1/1/2021,309,36.35620459,0,0,0,0.006472492,0.009708738,49,226,0,0
205,"[[34.783415, 32.09873], [34.783233, 32.099047]]",1/1/2021,432,39.17540652,0,0,0,0.011574074,0.011574074,54,306,0,0.089656255
206,"[[34.77376, 32.081654], [34.773744, 32.081489]]",1/1/2021,893,38.01009158,0.002239642,0,0.002239642,0.027995521,0.015677492,117,579,0,0.004533052
207,"[[34.76381, 32.054445], [34.764106, 32.054517]]",1/1/2021,112,32.75702927,0,0,0,0.008928571,0.080357143,6,72,0,0.096688194
208,"[[34.776257, 32.092335], [34.776137, 32.091845]]",1/1/2021,350,29.80285795,0.008571429,0.002857143,0.005714286,0.04,0.042857143,92,225,0,0.001384333
209,"[[34.771088, 32.087751], [34.77026, 32.086655]]",1/1/2021,177,30.45871547,0,0,0,0.186440678,0.04519774,0,0,0,0
210,"[[34.774231, 32.084304], [34.774258, 32.0844]]",1/1/2021,77,27.16959016,0,0,0,0.142857143,0.064935065,0,0,0,0
211,"[[34.782971, 32.099489], [34.78231, 32.100668]]",1/1/2021,574,55.26369678,0,0,0,0.008710801,0.010452962,127,328,0,0.004620076
212,"[[34.782097, 32.10194], [34.784499, 32.102198]]",1/1/2021,753,47.03887972,0,0,0.002656042,0.006640106,0.006640106,288,352,0,0.035938881
213,"[[34.769495, 32.084726], [34.769452, 32.084562]]",1/1/2021,102,44.91669576,0,0,0,0,0.009803922,25,72,0,0
214,"[[34.782876, 32.069621], [34.783108, 32.069611]]",1/1/2021,86,17.92084502,0,0,0,0.325581395,0.058139535,0,0,0,0
215,"[[34.760273, 32.035829], [34.760326, 32.035881]]",1/1/2021,377,44.60665421,0,0,0,0,0,22,286,0,0.001398601
216,"[[34.788614, 32.0738], [34.788607, 32.073905]]",1/1/2021,182,25.42023841,0.049450549,0,0,0.104395604,0,11,56,0,0
217,"[[34.774282, 32.084492], [34.77439, 32.084933]]",1/1/2021,279,23.13011877,0,0,0,0.218637993,0.078853047,0,0,0,0
218,"[[34.784523, 32.054998], [34.784457, 32.054724]]",1/1/2021,14300,79.86100242,0,0,6.99E-05,0.000769231,0,214,2731,0,0.003557044
219,"[[34.784663, 32.055166], [34.784565, 32.054686]]",1/1/2021,6019,76.54089537,0,0,0.000332281,0,0,246,1792,0,0.005075572
220,"[[34.784067, 32.046955], [34.783895, 32.046382]]",1/1/2021,63,25.94169978,0,0,0,0.174603175,0.079365079,0,0,0,0
221,"[[34.783321, 32.051782], [34.783283, 32.052294]]",1/1/2021,1322,49.91507482,0,0,0.003025719,0.004538578,0.001512859,200,807,0,0.001239157
222,"[[34.788098, 32.074694], [34.788099, 32.07491]]",1/1/2021,1251,26.29978082,0.003996803,0,0,0.101518785,0,79,241,0,0
223,"[[34.776458, 32.062579], [34.776484, 32.062648]]",1/1/2021,59,22.40582346,0.016949153,0,0.06779661,0.016949153,0.016949153,8,23,0,0
224,"[[34.785397, 32.0577], [34.78525, 32.057189]]",1/1/2021,10662,75.87496227,0,0,0.00178203,0.000281373,0.000187582,609,4212,0,0.002491871
225,"[[34.785087, 32.056716], [34.784663, 32.055166]]",1/1/2021,10435,76.18178198,0,0,0.001916627,0.000383325,0.000191663,498,1774,0,0.002916363
226,"[[34.7857, 32.084416], [34.785715, 32.08446]]",1/1/2021,120,29.41489694,0,0,0,0.058333333,0.016666667,4,53,0,0.119496849
227,"[[34.790251, 32.078396], [34.78876, 32.078427]]",1/1/2021,264,21.8931595,0.015151515,0,0.09469697,0.087121212,0.041666667,67,82,0,0.000518939
228,"[[34.786895, 32.062001], [34.786815, 32.061858]]",1/1/2021,6833,70.97228924,0.000146349,0,0.003805064,0.000146349,0,328,3544,0,0.009378281
229,"[[34.768646, 32.07285], [34.768594, 32.072879]]",1/1/2021,80,26.24202819,0,0,0,0.0625,0,18,64,0,0
230,"[[34.783324, 32.052816], [34.783342, 32.053497]]",1/1/2021,1071,45.0557004,0,0,0.011204482,0.011204482,0.012138189,361,692,0,0.000813935
231,"[[34.782115, 32.082316], [34.782834, 32.082753]]",1/1/2021,86,15.44574898,0,0,0.011627907,0.023255814,0,23,58,0,0.00354969
232,"[[34.781596, 32.075524], [34.781568, 32.075668]]",1/1/2021,374,21.81181095,0,0,0,0.254010695,0.088235294,0,0,0,0
233,"[[34.780667, 32.046811], [34.780693, 32.046892]]",1/1/2021,204,38.46785946,0,0,0,0.009803922,0,14,146,0,0.032004986
234,"[[34.782622, 32.070299], [34.782606, 32.070342]]",1/1/2021,665,34.89918958,0.003007519,0,0,0.016541353,0.012030075,68,478,0,0.004470192
235,"[[34.782041, 32.071129], [34.78199, 32.071216]]",1/1/2021,241,30.84140034,0,0,0.004149378,0.033195021,0.020746888,13,144,0,0.011679292
236,"[[34.779088, 32.080836], [34.77991, 32.080694]]",1/1/2021,322,20.60766183,0.077639752,0.01552795,0.074534161,0.118012422,0.040372671,101,119,0,0.008857731
237,"[[34.776994, 32.073077], [34.776714, 32.072047]]",1/1/2021,154,25.38186916,0.025974026,0,0.012987013,0.051948052,0.045454545,35,51,0,0
238,"[[34.782799, 32.063918], [34.783131, 32.063837]]",1/1/2021,75,53.29786701,0,0,0,0.013333333,0,5,44,0,0
239,"[[34.761723, 32.038616], [34.761609, 32.038615]]",1/1/2021,141,31.88852332,0,0,0,0,0,92,131,0,0.002332489
240,"[[34.771668, 32.072989], [34.77174, 32.073077]]",1/1/2021,75,16.84183793,0,0,0,0.2,0.133333333,0,0,0,0
241,"[[34.771358, 32.072362], [34.77158, 32.072812]]",1/1/2021,195,21.27977054,0,0,0,0.225641026,0.087179487,0,0,0,0
242,"[[34.770213, 32.08537], [34.770243, 32.085379]]",1/1/2021,93,27.98861451,0,0,0,0,0,6,77,0,0.018496649
243,"[[34.789929, 32.114892], [34.789797, 32.114903]]",1/1/2021,54,24.7733577,0,0,0,0.148148148,0.037037037,2,28,0,0.0625
244,"[[34.780755, 32.101332], [34.780746, 32.101405]]",1/1/2021,115,36.19011238,0,0,0,0,0,10,93,0,0.015770613
245,"[[34.786529, 32.090849], [34.78713, 32.090854]]",1/1/2021,715,33.36291218,0.013986014,0.004195804,0.006993007,0.061538462,0.047552448,148,318,0,0.009650623
246,"[[34.781494, 32.102992], [34.781473, 32.102904]]",1/1/2021,189,40.22942162,0,0,0,0,0,20,141,0,0.007936504
247,"[[34.789686, 32.076259], [34.790152, 32.076405]]",1/1/2021,215,24.19322096,0.093023256,0,0,0.218604651,0.004651163,2,36,0,0
248,"[[34.787078, 32.0594], [34.786952, 32.059414]]",1/1/2021,215,31.58041945,0,0,0.018604651,0.004651163,0,28,151,0,0
249,"[[34.784021, 32.047372], [34.784067, 32.047546]]",1/1/2021,1711,63.57874651,0,0,0.002922268,0,0,130,1145,0,0.002183406
250,"[[34.78856, 32.07967], [34.788575, 32.079767]]",1/1/2021,71,33.88266065,0,0,0,0.478873239,0.042253521,0,0,0,0
251,"[[34.763841, 32.07026], [34.763811, 32.070178]]",1/1/2021,230,40.67969791,0,0,0,0,0,21,161,0,0.00621118
252,"[[34.776994, 32.073077], [34.777777, 32.072679]]",1/1/2021,331,30.90871194,0.003021148,0,0.012084592,0.057401813,0.036253776,60,136,0,0.000948765
253,"[[34.769196, 32.060206], [34.769656, 32.060333]]",1/1/2021,103,32.3246255,0,0,0,0.184466019,0.174757282,0,0,0,0
254,"[[34.783188, 32.096579], [34.7832, 32.09601]]",1/1/2021,320,33.15531885,0.021875,0.003125,0,0.00625,0.0125,67,171,0,0.011815251
255,"[[34.779211, 32.089931], [34.779312, 32.09052]]",1/1/2021,95,18.57358965,0.031578947,0,0,0.094736842,0,13,40,0,0.005172425
256,"[[34.776107, 32.049301], [34.776036, 32.049098]]",1/1/2021,95,27.93657661,0,0,0,0.021052632,0.031578947,6,42,0,0.009291524
257,"[[34.783339, 32.079348], [34.781399, 32.079491]]",1/1/2021,204,20.33416063,0,0,0,0.210784314,0.083333333,0,0,0,0
258,"[[34.783226, 32.07775], [34.783263, 32.077372]]",1/1/2021,113,26.59686296,0.044247788,0,0.03539823,0.061946903,0.008849558,12,60,0,0
259,"[[34.766951, 32.054921], [34.767255, 32.054924]]",1/1/2021,235,27.93524746,0,0,0,0.068085106,0.055319149,7,114,0,0.02108943
260,"[[34.765826, 32.042144], [34.765642, 32.041474]]",1/1/2021,138,37.04819896,0.043478261,0,0.014492754,0.057971014,0,35,46,0,0
261,"[[34.765441, 32.041281], [34.765439, 32.041241]]",1/1/2021,73,29.28593103,0,0,0,0.02739726,0,3,49,0,0.043926143
262,"[[34.765718, 32.041326], [34.765688, 32.041355]]",1/1/2021,84,26.94816088,0,0,0,0,0,8,75,0,0.041587307
263,"[[34.765688, 32.041355], [34.765703, 32.041401]]",1/1/2021,71,28.67767368,0,0,0,0.014084507,0,6,65,0,0.068131862
264,"[[34.765703, 32.041401], [34.765744, 32.041541]]",1/1/2021,86,29.93234808,0,0,0,0.011627907,0,3,69,0,0.039090029
265,"[[34.766026, 32.04253], [34.766235, 32.043007]]",1/1/2021,112,30.49727134,0,0,0,0.026785714,0,44,68,0,0.007422338
266,"[[34.765355, 32.040222], [34.76559, 32.041128]]",1/1/2021,78,25.01610555,0.038461538,0,0.012820513,0.115384615,0.012820513,13,19,0,0.044285632
267,"[[34.766067, 32.042834], [34.765826, 32.042144]]",1/1/2021,99,42.73024245,0,0,0,0.03030303,0,9,47,0,0.032238702
268,"[[34.776947, 32.0731], [34.77618, 32.073489]]",1/1/2021,250,27.68394748,0,0,0,0.208,0.148,0,0,0,0
269,"[[34.761551, 32.05716], [34.762356, 32.057367]]",1/1/2021,153,26.5806213,0,0,0,0.196078431,0.189542484,0,0,0,0
270,"[[34.75952, 32.035528], [34.759465, 32.03528]]",1/1/2021,2804,86.35694971,0,0,0.000713267,0,0,129,1813,0,0.039193566
271,"[[34.762115, 32.03833], [34.761857, 32.038249]]",1/1/2021,2932,86.08272533,0,0,0,0,0,101,2030,0,0.143624361
272,"[[34.761857, 32.038249], [34.761598, 32.038138]]",1/1/2021,2952,86.17468775,0,0,0.000338753,0,0,115,2037,0,0.119466284
273,"[[34.760392, 32.037237], [34.760208, 32.03703]]",1/1/2021,2942,85.64475967,0,0,0,0.000339905,0,117,2023,0,0.114414307
274,"[[34.759707, 32.036106], [34.759604, 32.035853]]",1/1/2021,2957,85.69921574,0,0,0,0,0,115,1897,0,0.037350473
275,"[[34.773854, 32.041063], [34.774608, 32.040619]]",1/1/2021,1374,46.03213307,0,0.000727802,0.005822416,0.006550218,0.010189229,180,323,0,0.000642743
276,"[[34.773324, 32.041388], [34.773854, 32.041063]]",1/1/2021,1182,53.12193716,0,0,0.000846024,0.003384095,0.005076142,144,325,0,0
277,"[[34.760933, 32.057092], [34.761551, 32.05716]]",1/1/2021,133,24.64395926,0,0,0,0.112781955,0.157894737,0,0,0,0
278,"[[34.769442, 32.036889], [34.768895, 32.03715]]",1/1/2021,3452,87.22972367,0,0,0.000579374,0.000579374,0,203,2058,0,0.00663835
279,"[[34.760785, 32.060611], [34.760493, 32.059929]]",1/1/2021,76,39.83199157,0,0,0,0.144736842,0.026315789,0,0,0,0
280,"[[34.787605, 32.070938], [34.787953, 32.07118]]",1/1/2021,60,40.62133333,0,0,0,0,0,11,44,0,0
281,"[[34.769833, 32.085039], [34.769946, 32.085362]]",1/1/2021,209,49.76259195,0,0,0,0.009569378,0,30,121,0,0
282,"[[34.776236, 32.081367], [34.775644, 32.08148]]",1/1/2021,151,20.54146887,0,0,0,0.198675497,0.052980132,0,0,0,0
283,"[[34.788651, 32.123657], [34.788742, 32.123615]]",1/1/2021,289,43.20618846,0,0,0,0,0.003460208,12,205,0,0.032804878
284,"[[34.781571, 32.084534], [34.781717, 32.085237]]",1/1/2021,229,35.4808673,0,0,0,0.170305677,0.07860262,0,0,0,0
285,"[[34.772066, 32.06543], [34.771855, 32.065868]]",1/1/2021,134,26.33078969,0,0,0,0.104477612,0.201492537,0,0,0,0
286,"[[34.759619, 32.055034], [34.759534, 32.055038]]",1/1/2021,235,29.7308673,0.012765957,0.004255319,0.004255319,0.029787234,0.004255319,25,182,0,0
287,"[[34.758012, 32.057649], [34.758061, 32.057692]]",1/1/2021,428,40.91203124,0,0,0,0.002336449,0.002336449,25,343,0,0.002572458
288,"[[34.777551, 32.092356], [34.776378, 32.092481]]",1/1/2021,270,27.30568923,0,0,0.055555556,0.037037037,0.02962963,86,136,0,0.000720449
289,"[[34.78954, 32.058608], [34.789552, 32.059221]]",1/1/2021,132,16.86616552,0,0,0.060606061,0.075757576,0.03030303,26,31,0,0.00483871
290,"[[34.771234, 32.050696], [34.771424, 32.050568]]",1/1/2021,329,43.94666745,0,0,0.006079027,0.006079027,0,50,246,0,0.002371272
291,"[[34.760751, 32.042559], [34.760749, 32.042634]]",1/1/2021,70,29.96893587,0,0,0,0,0,5,66,0,0.015151515
292,"[[34.760197, 32.043445], [34.759962, 32.043789]]",1/1/2021,81,28.9177409,0,0,0,0,0,37,65,0,0
293,"[[34.778229, 32.06117], [34.777563, 32.061414]]",1/1/2021,102,23.87148419,0,0,0,0.284313725,0.098039216,0,0,0,0
294,"[[34.784208, 32.07696], [34.784197, 32.077056]]",1/1/2021,146,35.27574711,0,0,0,0.01369863,0.006849315,56,105,0,0.004444448
295,"[[34.785571, 32.095481], [34.785214, 32.095477]]",1/1/2021,255,33.18427494,0,0,0,0.160784314,0.058823529,20,141,0,0
296,"[[34.789415, 32.100151], [34.789448, 32.100125]]",1/1/2021,142,36.39644674,0,0,0,0,0,1,103,0,0.120064728
297,"[[34.776399, 32.075728], [34.776633, 32.076042]]",1/1/2021,52,32.79631287,0,0,0,0.134615385,0.173076923,0,0,0,0
298,"[[34.783126, 32.097241], [34.783133, 32.097109]]",1/1/2021,343,41.07590096,0,0,0.008746356,0,0,127,251,0,0.003984064
299,"[[34.773974, 32.083041], [34.773282, 32.083132]]",1/1/2021,134,24.76200149,0,0,0,0.029850746,0,56,74,0,0.004437622
300,"[[34.781341, 32.091952], [34.780739, 32.092016]]",1/1/2021,298,30.69487352,0,0,0,0.023489933,0.013422819,25,156,0,0.001300635
301,"[[34.77714, 32.063768], [34.776972, 32.063743]]",1/1/2021,347,29.16924994,0,0,0.017291066,0.005763689,0.002881844,88,286,0,0
302,"[[34.786622, 32.084768], [34.786507, 32.084637]]",1/1/2021,97,29.27353571,0,0,0.010309278,0.030927835,0,45,66,0,0
303,"[[34.782671, 32.055391], [34.782845, 32.055313]]",1/1/2021,174,36.56894307,0,0,0,0.028735632,0.011494253,9,119,0,0.075352714
304,"[[34.773132, 32.081921], [34.773026, 32.080567]]",1/1/2021,143,23.2884661,0.006993007,0,0,0,0.041958042,15,56,0,0.011382911
305,"[[34.753878, 32.053186], [34.753644, 32.052895]]",1/1/2021,95,33.26655583,0.021052632,0,0,0.052631579,0.010526316,12,63,0,0
306,"[[34.770119, 32.070471], [34.769981, 32.070732]]",1/1/2021,70,34.95494267,0,0,0,0.228571429,0.242857143,0,0,0,0
307,"[[34.75281, 32.050032], [34.752822, 32.050174]]",1/1/2021,144,34.20163949,0.006944444,0,0,0.013888889,0,22,86,0,0
308,"[[34.786116, 32.074374], [34.786088, 32.073687]]",1/1/2021,500,24.02995027,0,0,0.002,0.158,0.004,78,139,0,0.002641201
309,"[[34.775295, 32.054935], [34.775271, 32.054885]]",1/1/2021,201,35.00858499,0,0,0,0.009950249,0,8,162,0,0.037037037
310,"[[34.774375, 32.051425], [34.77448, 32.051412]]",1/1/2021,64,32.25765991,0,0,0,0.015625,0,1,54,0,0
311,"[[34.776776, 32.05097], [34.776769, 32.050982]]",1/1/2021,66,27.22239427,0,0,0,0,0,3,53,0,0.198113208
312,"[[34.776784, 32.051444], [34.776931, 32.051868]]",1/1/2021,135,33.86393222,0,0,0,0.014814815,0.051851852,11,55,0,0
313,"[[34.77371, 32.061416], [34.773532, 32.061899]]",1/1/2021,204,18.40985218,0.009803922,0,0,0.078431373,0.049019608,26,61,0,0
314,"[[34.781383, 32.062747], [34.781148, 32.062564]]",1/1/2021,228,41.37838397,0.00877193,0,0.00877193,0.01754386,0.004385965,27,136,0,0.008529412
315,"[[34.783364, 32.07634], [34.783421, 32.075758]]",1/1/2021,456,19.10315601,0.00877193,0.002192982,0.054824561,0.048245614,0.019736842,96,119,0,0.007111672
316,"[[34.773371, 32.077271], [34.772558, 32.076604]]",1/1/2021,222,28.69428115,0,0,0,0.058558559,0.004504505,32,63,0,0.015075492
317,"[[34.773278, 32.069272], [34.773993, 32.069114]]",1/1/2021,159,19.89374652,0.031446541,0.012578616,0.012578616,0.125786164,0.06918239,11,36,0,0.020770139
318,"[[34.761803, 32.036267], [34.76179, 32.036321]]",1/1/2021,80,28.93579874,0,0,0.025,0.025,0,8,59,0,0.00708322
319,"[[34.761508, 32.036625], [34.761336, 32.036607]]",1/1/2021,82,40.54799685,0,0,0.012195122,0,0,12,65,0,0.008910262
320,"[[34.760733, 32.036569], [34.760703, 32.03659]]",1/1/2021,98,35.23438643,0,0,0,0,0,2,75,0,0.026666667
321,"[[34.779991, 32.081425], [34.780038, 32.081425]]",1/1/2021,266,36.81307854,0,0,0,0.011278195,0.011278195,12,164,0,0
322,"[[34.783763, 32.061807], [34.784731, 32.061683]]",1/1/2021,285,26.27077297,0.010526316,0,0.021052632,0.080701754,0.035087719,56,74,0,0.000589986
323,"[[34.751759, 32.034078], [34.751882, 32.034041]]",1/1/2021,57,35.84182484,0,0,0,0,0,4,41,0,0.11837578
324,"[[34.773907, 32.078045], [34.773903, 32.078019]]",1/1/2021,766,39.67466573,0,0,0,0.006527415,0.002610966,65,519,0,0.014771998
325,"[[34.773918, 32.077913], [34.77393, 32.077889]]",1/1/2021,748,39.61013178,0,0,0,0,0.001336898,82,532,0,0.031717688
326,"[[34.752579, 32.046014], [34.752531, 32.045695]]",1/1/2021,104,27.8868773,0.009615385,0,0.038461538,0.105769231,0.125,16,38,0,0
327,"[[34.752509, 32.047477], [34.752542, 32.046888]]",1/1/2021,143,32.45474708,0.027972028,0,0.020979021,0.076923077,0.034965035,38,60,0,0
328,"[[34.777195, 32.060493], [34.777176, 32.060548]]",1/1/2021,284,28.78184263,0,0,0,0,0,42,212,0,0.081873316
329,"[[34.777176, 32.060548], [34.777169, 32.060566]]",1/1/2021,287,28.58801729,0,0,0,0.003484321,0,20,211,0,0.104265403
330,"[[34.762342, 32.038674], [34.76208, 32.038653]]",1/1/2021,208,54.00796492,0,0,0,0,0,152,167,0,0
331,"[[34.761273, 32.038631], [34.76116, 32.038622]]",1/1/2021,152,32.17093509,0,0,0.006578947,0.013157895,0,26,126,0,0.045073627
332,"[[34.746305, 32.034183], [34.746313, 32.034166]]",1/1/2021,101,31.13191633,0,0,0,0,0,2,77,0,0.025974026
333,"[[34.772092, 32.051556], [34.771978, 32.05139]]",1/1/2021,151,41.52241358,0.006622517,0,0,0.026490066,0.013245033,38,85,0,0
334,"[[34.773238, 32.049477], [34.773265, 32.049395]]",1/1/2021,140,34.55715336,0,0,0,0.028571429,0,9,88,0,0.068123716
335,"[[34.751995, 32.043657], [34.751914, 32.043944]]",1/1/2021,154,27.98665462,0,0,0.006493506,0.045454545,0.019480519,24,84,0,0
336,"[[34.77851, 32.065728], [34.77794, 32.065165]]",1/1/2021,1424,30.31289808,0.008426966,0.001404494,0.038623596,0.064606742,0.054073034,313,553,0,0.005538327
337,"[[34.781631, 32.07067], [34.781427, 32.070299]]",1/1/2021,1457,29.31834701,0.002059025,0.002745367,0.032258065,0.067947838,0.072752231,305,577,0,0.007089979
338,"[[34.782032, 32.081555], [34.781984, 32.081545]]",1/1/2021,267,37.74944154,0,0,0,0.007490637,0,49,176,0,0.005681818
339,"[[34.781773, 32.073436], [34.781775, 32.073388]]",1/1/2021,856,32.42586401,0.002336449,0,0,0.042056075,0.01635514,51,518,0,0.044538672
340,"[[34.77653, 32.063718], [34.776527, 32.063675]]",1/1/2021,406,32.59972223,0,0,0.007389163,0.007389163,0.004926108,22,268,0,0.053150765
341,"[[34.773625, 32.086361], [34.773863, 32.087139]]",1/1/2021,61,21.292757,0.114754098,0.081967213,0.016393443,0.032786885,0.06557377,22,36,0,0
342,"[[34.754824, 32.051555], [34.755272, 32.05177]]",1/1/2021,137,24.76142813,0.00729927,0,0.02919708,0.03649635,0.01459854,8,49,0,0
343,"[[34.756734, 32.052744], [34.756899, 32.052847]]",1/1/2021,158,20.32495071,0.018987342,0,0,0.018987342,0.018987342,23,66,0,0.001044939
344,"[[34.782606, 32.089997], [34.782741, 32.090777]]",1/1/2021,135,39.5973549,0,0,0,0.355555556,0.044444444,0,0,0,0
345,"[[34.771845, 32.060701], [34.771596, 32.06071]]",1/1/2021,208,34.62874078,0,0,0,0.043269231,0.014423077,35,142,0,0.000570085
346,"[[34.783759, 32.05914], [34.784143, 32.059137]]",1/1/2021,399,41.34565201,0,0,0.012531328,0.007518797,0.012531328,53,179,0,0.00612652
347,"[[34.784462, 32.059486], [34.784453, 32.059514]]",1/1/2021,84,22.60476382,0,0,0,0.011904762,0.011904762,1,71,0,0.118309859
348,"[[34.771345, 32.060693], [34.771, 32.06064]]",1/1/2021,302,28.83373852,0.009933775,0,0.009933775,0.046357616,0.016556291,82,175,0,0.003025211
349,"[[34.784851, 32.0453], [34.785066, 32.045531]]",1/1/2021,275,59.80385918,0,0,0.007272727,0,0,23,179,0,0.005586592
350,"[[34.774587, 32.082264], [34.774492, 32.081679]]",1/1/2021,50,18.8966867,0,0,0.08,0.14,0.04,13,23,0,0
